           0     39.1509     1.86201
           1     36.7017     2.11996
           2     34.5891     1.81036
           3     33.5666     1.61426
           4     32.5232    0.862056
           5       32.09     1.07922
           6     31.2114    0.620938
           7     30.5795     1.18434
           8     29.3355     2.19284
           9      26.218     2.17806
          10     24.7698       1.501
          11     23.7543   0.0690626
          12     23.7354  6.7435e-07
          13     23.7054    0.158741
          14     23.3881    0.499373
          15     22.8189     0.55963
          16     22.0204      0.5434
          17     21.4854    0.608022
          18     21.2009    0.859582
          19      20.638    0.846264
          20     20.3019    0.931608
          21     19.6791     0.79734
          22     19.3517    0.881822
          23     18.6135     1.05098
          24      17.731    0.792914
          25     17.0348      0.3113
          26      16.709    0.343806
          27     16.3379    0.411238
          28      16.023    0.234262
          29     15.9427   0.0845223
          30     15.8758    0.122242
          31     15.7316    0.181209
          32     15.3784    0.351283
          33     15.1188    0.412909
          34     14.7719    0.365884
          35     14.5389     0.21343
          36     14.4303    0.205989
          37      14.222    0.217663
          38     14.0975    0.245389
          39     13.9256    0.217431
          40     13.8105   0.0731519
          41     13.7963 3.37175e-07
          42     13.7712    0.175792
          43     13.6839    0.342425
          44     13.4237    0.555381
          45     13.0913    0.582811
          46     12.7199    0.365647
          47     12.5406 5.59141e-07
          48      12.538    0.018197
          49     12.5056   0.0787538
          50     12.4372    0.141492
          51     12.3061    0.181774
          52     12.1995    0.151539
          53     12.0907 5.05762e-07
          54     12.0902  0.00381563
          55     12.0863   0.0141253
          56     12.0711   0.0306194
          57     12.0406   0.0362063
          58     12.0115   0.0199256
          59     12.0014   0.0140374
          60     11.9879   0.0372136
          61     11.9394   0.0942592
          62     11.8261    0.108916
          63     11.7299   0.0323288
          64     11.7146   0.0406759
          65      11.699   0.0425446
          66     11.6589    0.166075
          67     11.7292    0.688035
          68     11.2924    0.761664
          69     10.7364    0.440779
          70     10.5301 3.95372e-07
          71     10.5301 3.95372e-07
          72     10.5301 3.95372e-07
          73     10.5301 3.95372e-07
          74     10.5301 3.95372e-07
          75     10.5301 3.95372e-07
          76     10.5301 3.95372e-07
          77     10.5301 3.95372e-07
          78     10.5301 3.95372e-07
          79     10.5301 3.95372e-07
          80     10.5298  0.00218852
          81     10.5276  0.00572849
          82     10.5248  0.00740368
          83     10.5099   0.0617408
          84     10.4167    0.175985
          85     10.2591    0.202331
          86     10.1704    0.171485
          87      10.089   0.0607809
          88     10.0803 4.12953e-07
          89     10.0803 4.12953e-07
          90     10.0803 4.12953e-07
          91     10.0803 4.12953e-07
          92     10.0803 4.12953e-07
          93     10.0779   0.0168205
          94     10.0563   0.0480586
          95     10.0321   0.0590305
          96     10.0049   0.0590914
          97     9.97037   0.0633371
          98     9.97379    0.091342
          99     9.90172    0.120522
         100     9.78104    0.136275
         101     9.70467    0.097362
         102     9.66143 0.000215817
         103     9.66127 0.000500944
         104     9.66069 0.000770774
         105     9.65701   0.0227464
